"","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","sqft_living15","sqft_lot15","log_price","popular","good_condition","high_grade"
"15233",2014-10-13,359000,3,2.25,1650,7218,1,0,0,3,7,1230,420,1985,0,"98133",1690,7459,12.7910776674704,0,1,1
"15234",2014-08-26,745000,4,2,1960,4520,1,0,0,3,8,960,1000,1922,2001,"98116",1680,4520,13.5211394973617,0,1,1
"15235",2014-05-13,450000,3,2.25,2450,42180,1,0,0,4,7,2450,0,1978,2000,"98042",1440,42180,13.0170028617465,0,1,1
"15236",2015-04-08,935000,3,2,1720,2000,1.5,0,0,3,8,1060,660,1910,2000,"98109",1590,4000,13.7483018082708,0,1,1
"15237",2014-09-03,615000,3,2.5,1980,3128,2,0,0,3,8,1890,90,2009,0,"98027",2160,2240,13.3293775467887,0,1,1
"15238",2014-09-29,1030000,3,2.5,4110,35741,2,0,0,3,7,4110,0,1976,0,"98033",2710,8865,13.8450693602058,0,1,1
"15239",2015-01-06,283500,4,2.5,1990,5577,2,0,0,3,7,1990,0,1999,0,"98092",2020,6400,12.5549674021499,0,1,1
"15240",2014-12-02,340000,2,1,860,7102,1,0,0,3,6,860,0,1947,0,"98177",1450,7102,12.7367008965923,0,1,0
"15241",2015-02-25,370000,4,2.5,2320,9264,2,0,0,3,8,2320,0,1994,0,"98188",2320,9129,12.8212582846204,0,1,1
"15242",2014-08-20,1150000,3,2.5,4190,9624,2,0,0,3,10,4190,0,1999,0,"98006",3650,8321,13.9552725003394,0,1,1
"15243",2014-05-10,265000,4,1,1940,9533,1,0,0,3,7,1080,860,1962,0,"98031",1940,8839,12.4874851049684,0,1,1
"15244",2014-08-26,480000,4,2.25,2520,2370,2,0,0,3,8,1690,830,1908,0,"98122",1530,2370,13.0815413828841,0,1,1
"15245",2014-06-17,667500,3,2,1880,3800,1,0,0,5,7,1030,850,1927,0,"98115",1700,3800,13.4112946692565,0,1,1
"15246",2015-02-27,1400000,3,2.5,2910,10044,2,0,0,4,10,2910,0,1989,0,"98004",2420,12287,14.1519827945855,0,1,1
"15247",2014-08-08,2300000,7,4.75,5310,8816,2,0,0,3,10,3650,1660,2013,0,"98004",2920,10610,14.6484196808994,0,1,1
"15248",2014-06-16,465000,3,2.25,2670,7500,1,0,0,4,7,1640,1030,1966,0,"98166",1970,9598,13.0497926845695,0,1,1
"15249",2014-10-20,192500,1,1,470,63737,1,0,2,5,5,470,0,1924,0,"98022",1350,46762,12.16785143271,0,1,0
"15250",2015-03-23,345000,3,1,1060,5600,1,0,0,4,6,760,300,1943,0,"98146",1310,5600,12.7512996960135,0,1,0
"15251",2014-06-02,439800,3,1.5,1120,6900,1,0,0,5,7,1120,0,1956,0,"98007",1300,7000,12.9940753571028,0,1,1
"15252",2014-07-25,468000,4,1.75,2250,8580,1,0,0,4,7,1330,920,1958,0,"98011",2250,10032,13.0562235748998,0,1,1
"15253",2014-07-24,775000,4,2.5,2070,8473,1,0,0,4,8,1250,820,1976,0,"98033",2070,9499,13.5606183083355,0,1,1
"15254",2014-06-08,684680,4,2.25,2370,9360,2,0,0,4,8,2370,0,1979,0,"98052",2370,9720,13.4367068548096,0,1,1
"15255",2015-01-16,910000,4,3.5,3570,27699,2,0,0,3,11,3570,0,1990,0,"98052",3800,35880,13.721199878493,0,1,1
"15256",2014-09-11,3640000,4,3.25,4830,22257,2,1,4,4,11,4830,0,1990,0,"98039",3820,25582,15.1074942396129,1,1,1
"15257",2014-06-17,375000,3,1.75,1160,22470,1,0,0,4,7,1160,0,1976,0,"98028",1940,15999,12.8346813049525,0,1,1
"15258",2014-09-11,250000,3,2.5,1610,6600,2,0,0,3,7,1610,0,1994,0,"98003",1660,7689,12.4292161968444,0,1,1
"15259",2015-02-12,3070000,5,3,4150,7500,2.5,0,4,5,11,3510,640,1909,0,"98119",2250,4050,14.9371881195634,1,1,1
"15260",2014-11-25,442500,4,2.25,1840,7575,1,0,0,4,7,1390,450,1973,0,"98034",1820,7500,13.0001957434301,0,1,1
"15261",2014-05-23,9e+05,3,3.5,4080,217697,1.5,0,3,3,10,4080,0,2000,0,"98092",2710,217790,13.7101500423064,1,1,1
"15262",2014-09-19,699000,3,2,1820,4080,2,0,2,3,8,1820,0,1937,1987,"98107",2160,5400,13.4574060212159,0,1,1
"15263",2014-05-06,360000,4,2,2680,18768,1,0,0,5,8,2680,0,1965,0,"98001",1230,15750,12.7938593104323,0,1,1
"15264",2014-09-09,1680000,4,4.75,4790,25412,2,0,0,3,12,4790,0,1999,0,"98074",3830,16314,14.3343043513794,0,1,1
"15265",2015-01-29,675000,5,2,2420,21000,1.5,0,0,3,8,2420,0,1966,0,"98033",1940,8085,13.4224679698547,0,1,1
"15266",2014-09-18,345000,2,1,1130,8081,1,0,0,4,7,1130,0,1921,0,"98133",1220,7800,12.7512996960135,0,1,1
"15267",2015-04-08,229000,4,1,1320,5000,1.5,0,0,3,7,1320,0,1928,0,"98106",1640,5164,12.3414772825364,0,1,1
"15268",2015-03-26,3e+05,3,1,1290,12415,1.5,0,0,3,6,1290,0,1908,0,"98070",1620,12415,12.6115377536383,0,1,0
"15269",2014-08-20,392500,3,3.25,1600,1289,3,0,0,3,8,1600,0,1998,0,"98117",1600,1376,12.8802918162046,0,1,1
"15270",2014-06-16,552000,3,1,1120,2300,1,0,0,4,7,820,300,1912,0,"98117",1430,5100,13.2213033252592,0,1,1
"15271",2014-11-20,457000,2,1.75,2060,7192,1,0,0,3,7,1420,640,1940,0,"98125",1860,7140,13.0324386698763,0,1,1
"15272",2014-10-07,518000,4,2.5,2830,13760,2,0,0,3,8,2830,0,1993,0,"98019",2350,14029,13.1577305212416,0,1,1
"15273",2014-08-12,237000,3,2,1210,6634,1,0,0,4,7,1210,0,1985,0,"98031",1560,7200,12.3758154201173,0,1,1
"15274",2015-03-14,399950,3,2.25,1560,11997,1,0,0,3,7,1260,300,1988,0,"98065",1820,36590,12.899094818277,0,1,1
"15275",2015-05-06,605000,3,2.25,2260,17114,2,0,0,3,7,2260,0,1990,0,"98155",2360,14893,13.312983737013,0,1,1
"15276",2014-07-22,295000,4,2.5,1850,8198,2,0,0,3,7,1850,0,1993,0,"98031",1850,7924,12.594730635322,0,1,1
"15277",2015-04-28,513000,4,2.5,1930,8040,1,0,0,3,7,1380,550,1978,0,"98034",2080,7200,13.1480311241529,0,1,1
"15278",2014-10-01,772500,4,2.5,3230,4290,2,0,0,3,9,3230,0,2004,0,"98033",3220,5083,13.557387287754,0,1,1
"15279",2014-12-19,765000,4,2.5,3230,4290,2,0,0,3,9,3230,0,2004,0,"98033",3220,5083,13.5476311128087,0,1,1
"15280",2014-10-10,696950,4,2.75,2450,5376,1.5,0,0,4,7,1550,900,1920,0,"98117",1920,5264,13.454468951158,0,1,1
"15281",2015-02-13,329000,3,1,1200,5650,1.5,0,0,3,7,1200,0,1928,0,"98178",1610,5650,12.7038130297475,0,1,1
"15282",2014-12-18,339999,3,2.5,2360,8093,2,0,0,3,8,2360,0,1995,0,"98092",1860,6762,12.7366979554115,0,1,1
"15283",2014-07-14,364500,3,1,1060,9506,1,0,0,3,7,1060,0,1959,0,"98125",1520,8469,12.8062818304308,0,1,1
"15284",2014-05-14,607500,5,1.75,2220,6000,1.5,0,0,3,7,1420,800,1923,0,"98199",1550,1715,13.3171074541968,0,1,1
"15285",2015-04-08,550000,3,1,880,6664,1,0,0,3,6,880,0,1961,0,"98033",1690,6564,13.2176735572087,0,1,0
"15286",2015-04-21,479900,4,2,2510,9750,1,0,0,3,8,1630,880,1960,0,"98028",1980,9750,13.0813330278463,0,1,1
"15287",2015-02-12,1120000,4,4,2530,1774,3,0,2,3,9,2100,430,2013,0,"98119",2160,2400,13.9288392432713,0,1,1
"15288",2014-05-12,192000,2,1,700,10540,1,0,0,3,6,700,0,1953,0,"98166",890,10540,12.1652506510099,0,1,0
"15289",2015-04-13,250000,3,2,1500,5200,1,0,0,3,7,1060,440,1977,0,"98042",1640,5200,12.4292161968444,0,1,1
"15290",2014-07-15,340000,3,2,1130,9879,2,0,0,3,6,1130,0,1996,0,"98053",1900,14907,12.7367008965923,0,1,0
"15291",2014-10-28,340000,3,2,1420,6060,1,0,0,5,7,830,590,1942,0,"98146",1420,6360,12.7367008965923,0,1,1
"15292",2014-10-13,635250,3,2.25,2210,22040,1,0,0,5,8,1510,700,1976,0,"98004",2470,14258,13.3617739011824,0,1,1
"15293",2015-04-07,324800,2,1,1170,5043,1,0,0,3,6,880,290,1949,0,"98108",1430,5692,12.6909648872697,0,1,0
"15294",2014-05-06,78000,2,1,780,16344,1,0,0,1,5,780,0,1942,0,"98168",1700,10387,11.2644641056717,0,0,0
"15295",2015-04-09,4e+05,4,1.75,1770,12875,1,0,0,3,8,1770,0,1988,0,"98028",2150,12875,12.8992198260901,0,1,1
"15296",2015-05-06,640500,3,1,1070,4505,1,0,2,4,7,1070,0,1919,0,"98136",1380,4505,13.3700044003189,0,1,1
"15297",2015-04-30,570000,3,2,1930,10929,1,0,0,3,8,1260,670,1964,0,"98155",2030,8750,13.2533916398107,0,1,1
"15298",2014-06-25,1330000,3,1.5,1940,2885,1.5,0,2,3,8,1940,0,1900,0,"98119",2550,3600,14.1006895001979,0,1,1
"15299",2015-04-03,330490,3,2.75,1440,7350,1,0,0,4,7,1040,400,1980,0,"98058",1510,7350,12.70833168063,0,1,1
"15300",2014-08-19,325000,3,2.5,1740,5267,2,0,0,3,7,1740,0,1999,0,"98038",2180,5000,12.6915804613119,0,1,1
"15301",2015-04-21,335000,3,2.5,1740,5267,2,0,0,3,7,1740,0,1999,0,"98038",2180,5000,12.7218858108072,0,1,1
"15302",2014-11-13,314000,5,2.75,2210,13500,1,0,0,5,7,1460,750,1963,0,"98188",1590,10850,12.6571482648904,0,1,1
"15303",2014-09-23,625000,4,2,2190,3622,1.5,0,0,5,8,1990,200,1925,0,"98115",1450,3082,13.3455069287185,0,1,1
"15304",2014-06-17,809000,3,2.5,2590,7720,2,0,0,3,9,2590,0,1988,0,"98007",2600,9490,13.6035541960406,0,1,1
"15305",2014-08-18,535000,3,2.5,2790,19485,2,0,0,3,9,2790,0,1990,0,"98059",2580,17859,13.1900220258781,0,1,1
"15306",2014-08-21,275000,5,1.75,2180,9178,1,0,0,3,7,1140,1040,1963,0,"98188",2140,9261,12.5245263766487,0,1,1
"15307",2015-04-17,358000,4,2.75,2580,11900,1,0,0,4,7,1620,960,1967,0,"98058",1570,9375,12.7882882653828,0,1,1
"15308",2015-03-13,297975,3,2.25,2820,8100,1,0,0,4,7,1720,1100,1947,0,"98168",1040,8100,12.6047648693509,0,1,1
"15309",2015-05-04,492000,2,1.75,1300,22239,1,0,0,4,7,1300,0,1945,1986,"98059",1300,14810,13.1062339954744,0,1,1
"15310",2014-06-26,210000,2,1,720,8040,1,0,0,3,6,720,0,1943,0,"98166",2300,9500,12.2548628096996,0,1,0
"15311",2014-08-27,622500,3,2.5,2260,4550,1.5,0,0,4,7,1380,880,1928,0,"98126",1870,4582,13.341498907321,0,1,1
"15312",2014-10-22,550000,3,2.5,1550,1092,3,0,0,3,8,1390,160,2004,0,"98102",1550,1079,13.2176735572087,0,1,1
"15313",2015-02-26,190000,3,1.75,1390,7700,1,0,0,5,7,1390,0,1965,0,"98058",1260,7700,12.1547793511426,0,1,1
"15314",2014-07-28,340000,4,2.5,2380,9362,2,0,0,3,8,2380,0,2000,0,"98023",2190,9840,12.7367008965923,0,1,1
"15315",2014-07-25,678000,3,2.5,2640,5964,2,0,0,3,9,2640,0,2003,0,"98052",2680,5211,13.4269025669225,0,1,1
"15316",2015-04-28,275000,5,2,2260,11970,1,0,0,4,7,1250,1010,1962,0,"98031",1950,11970,12.5245263766487,0,1,1
"15317",2014-09-15,493000,3,2.75,1720,6720,1,0,0,4,7,1270,450,1947,0,"98122",1690,3248,13.1082644530248,0,1,1
"15318",2014-12-16,147000,3,1,1070,14000,1,0,0,3,7,1070,0,1960,0,"98178",920,12500,11.8981878657609,0,1,1
"15319",2015-02-04,334000,3,2.25,2000,7225,2,0,0,4,7,2000,0,1985,0,"98030",1950,7464,12.7188962719588,0,1,1
"15320",2014-07-03,605000,4,2.5,2800,10786,1,0,0,3,8,1420,1380,1970,0,"98008",2140,10788,13.312983737013,0,1,1
"15321",2015-04-27,365000,3,1.75,1450,61419,1,0,0,4,8,1450,0,1976,0,"98092",2256,82328,12.8076526325646,0,1,1
"15322",2014-11-25,345000,3,1,1620,10610,1,0,0,4,6,1620,0,1958,0,"98059",1680,10795,12.7512996960135,0,1,0
"15323",2014-10-30,999000,3,2.5,2710,23292,1,0,4,3,9,2080,630,1956,0,"98177",2430,20000,13.8145100576307,1,1,1
"15324",2015-04-02,470000,2,1.75,1520,4220,1,0,0,4,7,840,680,1910,0,"98117",1120,5700,13.0604879736862,0,1,1
"15325",2014-06-24,599000,5,2.75,2730,22572,1,0,0,3,7,2080,650,1968,1992,"98075",2260,15458,13.3030168770976,0,1,1
"15326",2014-09-17,255000,3,2.25,1740,10378,1,0,0,5,7,1740,0,1977,0,"98042",1420,10167,12.4490188241406,0,1,1
"15327",2015-02-06,295000,4,1.75,1800,28650,1,0,0,4,7,1800,0,1975,0,"98031",1800,5234,12.594730635322,0,1,1
"15328",2014-06-27,550000,4,3.5,4150,16197,2,0,0,3,10,4150,0,2006,0,"98003",3618,15210,13.2176735572087,0,1,1
"15329",2014-07-31,1310000,5,3.5,3270,4080,2,0,0,3,9,2180,1090,2011,0,"98115",1410,4080,14.0855376951773,0,1,1
"15330",2015-05-05,225000,2,1,1070,6000,1,0,0,4,5,1070,0,1922,0,"98178",1910,6000,12.3238556811866,0,1,0
"15331",2014-12-23,520000,4,0.75,1960,8277,1,1,4,4,7,1320,640,1923,1986,"98198",1940,8402,13.1615840905576,1,1,1
"15332",2014-08-26,345000,3,3.25,1600,1882,2,0,0,3,8,1360,240,2000,0,"98133",1390,1379,12.7512996960135,0,1,1
"15333",2014-05-20,475000,4,1.75,1650,7775,1,0,0,4,7,1150,500,1950,0,"98133",1390,7200,13.0710700830168,0,1,1
"15334",2014-10-08,497500,5,1.5,2170,8610,1,0,0,4,7,1230,940,1959,0,"98008",1670,8610,13.1173508355808,0,1,1
"15335",2014-11-20,649500,3,3,3730,383328,1.5,0,0,4,9,2230,1500,1990,0,"98038",1940,217800,13.3839581150928,0,1,1
"15336",2014-08-25,734500,4,2.75,3280,6845,2,0,0,3,10,3280,0,2003,0,"98052",3280,7467,13.5069452745961,0,1,1
"15337",2014-12-18,276000,3,1,870,8040,1,0,0,3,7,870,0,1953,0,"98177",1440,8040,12.5281561446993,0,1,1
"15338",2014-06-30,235000,2,1,900,28800,1,0,0,1,6,900,0,1928,0,"98065",1360,7200,12.3673407931263,0,0,0
"15339",2014-08-12,325000,2,1,1400,10800,1,0,0,4,7,1400,0,1974,0,"98011",1560,11280,12.6915804613119,0,1,1
"15340",2014-05-28,425000,4,2.75,1680,9545,1,0,0,4,7,1080,600,1979,0,"98028",1890,9545,12.9598444479066,0,1,1
"15341",2015-04-30,307000,4,2,2390,23972,2,0,0,3,7,1720,670,1949,0,"98023",1950,22750,12.6346030265693,0,1,1
"15342",2014-05-28,635000,3,2.5,2300,5500,1.5,0,0,4,8,2000,300,1921,0,"98144",2100,5000,13.3613802778748,0,1,1
"15343",2014-05-14,223000,3,1.75,1340,7473,1,0,0,4,7,1340,0,1973,0,"98002",1510,8240,12.3149270504423,0,1,1
"15344",2015-04-13,425000,3,2.75,2600,10874,2,0,0,3,9,2600,0,1994,0,"98042",2800,11504,12.9598444479066,0,1,1
"15345",2015-05-06,190000,3,2.25,1640,7730,1,0,0,4,7,1220,420,1989,0,"98038",1560,7566,12.1547793511426,0,1,1
"15346",2014-09-18,275000,4,1.75,1960,6177,1,0,0,4,8,1960,0,1967,0,"98023",2010,8162,12.5245263766487,0,1,1
"15347",2014-06-06,450000,3,2.5,1480,1961,2,0,0,3,8,1480,0,2005,0,"98029",1400,1138,13.0170028617465,0,1,1
"15348",2014-05-19,1470000,4,3.25,5010,34460,2,0,0,3,12,5010,0,1988,0,"98006",4760,34460,14.2007729587549,0,1,1
"15349",2014-12-22,550000,4,2,1540,5000,1.5,0,0,4,7,1540,0,1913,0,"98105",1790,4000,13.2176735572087,0,1,1
"15350",2014-12-04,835000,4,2.75,4030,10240,2,0,2,3,8,3310,720,1943,1994,"98177",2490,7680,13.635187003833,0,1,1
"15351",2014-06-18,9e+05,6,3,3020,13783,2,0,0,3,8,3020,0,1952,2002,"98040",1720,13500,13.7101500423064,0,1,1
"15352",2014-11-24,290000,2,2,1590,9375,1,0,0,3,7,910,680,1983,0,"98055",1560,8524,12.5776362019627,0,1,1
"15353",2014-08-08,1040000,4,2.5,2910,9131,2,0,0,3,10,2910,0,2014,0,"98033",1880,11212,13.8547312711176,0,1,1
"15354",2015-01-05,780000,4,2.5,3020,15164,1,0,0,4,8,1730,1290,1976,0,"98004",2600,11556,13.5670491986658,0,1,1
"15355",2014-12-18,572500,3,2,2290,11200,2,0,0,3,9,2290,0,1979,0,"98052",2250,10000,13.2577680144105,0,1,1
"15356",2015-03-24,389000,3,1.75,2180,9220,1,0,0,4,7,1090,1090,1938,0,"98001",2050,22400,12.8713346226006,0,1,1
"15357",2014-08-21,350000,4,1.75,2740,10086,1,0,0,3,7,1440,1300,1972,0,"98168",1710,9840,12.7656884334656,0,1,1
"15358",2014-07-28,476000,4,2.5,2740,33158,2,0,0,3,9,2740,0,1993,0,"98042",2740,36074,13.0731731332136,0,1,1
"15359",2014-09-04,1050000,2,3,2330,3600,2,0,0,5,10,1870,460,1927,1979,"98112",2950,7200,13.8643007221337,0,1,1
"15360",2014-12-17,287000,3,2.25,2300,7200,1,0,0,4,8,1550,750,1978,0,"98003",2000,7350,12.5672374947418,0,1,1
"15361",2014-11-07,707500,4,4,1550,6596,1.5,0,0,5,7,1550,0,1907,0,"98107",1830,4850,13.4694929084995,0,1,1
"15362",2014-08-01,464500,4,2.5,1750,11381,1,0,0,4,7,1610,140,1947,0,"98155",1080,11375,13.048716837236,0,1,1
"15363",2014-12-03,720000,3,1.5,2180,5000,1,0,3,4,8,1090,1090,1941,0,"98116",2070,5000,13.4870064909922,1,1,1
"15364",2014-12-24,319000,3,2.5,1610,8544,2,0,0,5,7,1610,0,1994,0,"98038",1840,8190,12.672946381767,0,1,1
"15365",2014-09-16,330000,3,1,1570,9136,1,0,0,3,7,1570,0,1953,0,"98133",1380,9127,12.7068479334427,0,1,1
"15366",2014-05-20,120750,3,1.75,1140,9628,1,0,0,4,7,1140,0,1969,0,"98023",1510,9633,11.7014775715148,0,1,1
"15367",2014-10-21,195000,3,1.75,1140,9628,1,0,0,4,7,1140,0,1969,0,"98023",1510,9633,12.1807548375459,0,1,1
"15368",2015-01-26,650000,4,1.5,2480,6383,1,0,0,3,7,1380,1100,1946,0,"98119",1440,6000,13.3847276418718,0,1,1
"15369",2014-05-13,530000,3,1.75,1690,8190,1,0,0,4,8,1690,0,1958,0,"98005",1840,8705,13.1806322855283,0,1,1
"15370",2015-04-07,825000,4,3,2910,8027,1,0,0,5,8,1800,1110,1970,0,"98117",2390,7660,13.6231386653168,0,1,1
"15371",2014-08-22,436000,4,2,1600,15044,1,0,0,3,7,1600,0,1972,0,"98034",1660,8102,12.9853975223312,0,1,1
"15372",2015-01-14,658000,2,1,1010,14244,1,1,4,1,5,1010,0,1926,0,"98136",1820,15792,13.3969602103075,1,0,0
"15373",2014-08-13,547500,3,2,1850,9570,1,0,0,4,7,950,900,1940,0,"98115",1430,6380,13.2131177406728,0,1,1
"15374",2014-12-03,762000,3,1.75,2150,2527,2,0,0,4,8,1400,750,1906,0,"98103",1610,3663,13.5437018346688,0,1,1
"15375",2015-01-26,340000,3,1.75,2650,7378,1,0,0,3,7,1460,1190,1952,0,"98155",1600,7616,12.7367008965923,0,1,1
"15376",2014-11-21,880000,4,1.75,2510,5800,1,0,2,4,9,1830,680,1953,0,"98199",2190,5800,13.6876771864544,0,1,1
"15377",2014-05-21,1220000,4,2.5,3240,3600,2,0,0,3,9,2060,1180,2008,0,"98109",1820,3600,14.0143614167094,0,1,1
"15378",2015-04-08,1950000,4,2.5,3440,14554,2,1,4,3,8,2170,1270,2012,0,"98155",3170,11810,14.4833399305399,1,1,1
"15379",2014-09-23,382500,3,2,1150,6249,1,0,0,3,7,1150,0,1952,2006,"98155",2470,7751,12.8544839322487,0,1,1
"15380",2015-01-05,344500,3,1.75,1890,9535,1,0,0,3,7,1210,680,1976,0,"98055",2040,11108,12.7498493694359,0,1,1
"15381",2015-04-12,375000,4,2.75,1430,7403,1,0,0,3,7,1030,400,1982,0,"98106",1480,7663,12.8346813049525,0,1,1
"15382",2014-07-01,276000,1,0.75,370,1801,1,0,0,5,5,370,0,1923,0,"98117",1340,5000,12.5281561446993,0,1,0
"15383",2014-07-01,5e+05,5,3.25,3130,12087,2,0,0,3,8,2180,950,1975,0,"98027",2410,10350,13.1223633774043,0,1,1
"15384",2014-07-02,330000,4,2.5,2105,6093,2,0,0,3,8,2105,0,2003,0,"98042",1930,8022,12.7068479334427,0,1,1
"15385",2014-08-22,328000,3,1,890,5965,1,0,0,3,7,890,0,1950,0,"98155",1930,7500,12.7007688873663,0,1,1
"15386",2015-02-25,450000,3,1.5,1340,7200,1,0,0,3,7,1340,0,1972,0,"98034",1730,8820,13.0170028617465,0,1,1
"15387",2014-07-15,840500,4,2.25,2290,12174,1,1,4,3,7,1490,800,1948,0,"98178",2290,9379,13.6417522318308,1,1,1
"15388",2014-08-14,679000,3,2.5,2770,9350,2,0,3,3,8,2770,0,1957,2000,"98056",2660,9695,13.4283764065408,1,1,1
"15389",2014-06-05,270000,3,1.5,1890,9450,1,0,0,3,7,1090,800,1957,0,"98146",1470,8100,12.5061772379805,0,1,1
"15390",2015-01-14,757500,5,2.25,3160,8065,2,0,0,3,8,3160,0,1977,0,"98027",2540,7917,13.5377788163657,0,1,1
"15391",2014-11-12,524950,2,2.5,1830,2856,2,0,0,3,7,1830,0,2005,0,"98029",1850,2667,13.1710582989431,0,1,1
"15392",2014-07-23,424900,4,2.75,2950,49658,1,0,0,4,8,2950,0,1960,1998,"98010",1720,54672,12.9596091261029,0,1,1
"15393",2015-01-07,551100,3,1,1430,8640,1,0,0,5,7,1430,0,1954,0,"98006",1430,9840,13.2196715598713,0,1,1
"15394",2014-11-07,421000,3,2,1420,12655,1,0,0,5,7,1420,0,1968,0,"98056",2020,9655,12.9503881126645,0,1,1
"15395",2014-08-01,635000,4,1.75,2460,7560,2,0,0,4,8,2460,0,1952,0,"98177",2760,8918,13.3613802778748,0,1,1
"15396",2014-12-09,255000,3,1,1340,6120,1.5,0,0,4,7,1340,0,1920,0,"98108",1260,6000,12.4490188241406,0,1,1
"15397",2015-03-10,419950,4,1,1530,7920,1,0,0,3,7,1030,500,1955,0,"98166",1690,7920,12.9478909355538,0,1,1
"15398",2014-12-10,325000,6,3,2650,12870,1,0,0,4,7,2650,0,1977,0,"98022",1450,8668,12.6915804613119,0,1,1
"15399",2015-04-21,281000,4,2.25,1677,3600,2,0,0,3,7,1677,0,2012,0,"98092",1677,3600,12.5461099483159,0,1,1
"15400",2014-06-10,655275,3,1.75,2050,11856,1,0,0,3,7,1460,590,1962,0,"98006",2670,11856,13.3928102738344,0,1,1
"15401",2014-08-25,861000,3,2,2520,3959,1,0,0,5,8,1270,1250,1931,0,"98105",1660,3959,13.6658497834099,0,1,1
"15402",2014-10-16,850000,3,3.5,2620,11148,2,0,4,4,9,2060,560,1977,0,"98008",2590,10796,13.6529916284665,1,1,1
"15403",2014-11-19,246000,3,2.5,1650,6675,1,0,0,3,8,1290,360,1990,0,"98023",1880,6675,12.4130868149145,0,1,1
"15404",2014-12-16,380000,2,1,700,4836,1,0,0,4,6,700,0,1926,0,"98125",1190,7050,12.8479265317026,0,1,0
"15405",2014-10-20,813000,4,2.5,3430,7508,2,0,0,3,10,3430,0,1998,0,"98052",3110,8741,13.6084863885299,0,1,1
"15406",2014-11-20,990000,4,2.5,3140,11049,2,0,0,3,10,3140,0,1988,0,"98004",2750,11049,13.8054602221108,0,1,1
"15407",2014-11-05,650000,3,2.5,2350,3750,2,0,0,3,7,1740,610,2003,0,"98117",1590,4700,13.3847276418718,0,1,1
"15408",2014-05-22,273000,4,3,1990,6180,2,0,0,3,7,1990,0,1990,0,"98023",1910,6180,12.5172270741671,0,1,1
"15409",2014-07-24,398000,4,2.5,2050,14724,2,0,0,3,7,2050,0,1989,0,"98019",1920,12841,12.8942072842666,0,1,1
"15410",2014-08-22,2e+05,2,1,930,8665,1,0,0,4,6,930,0,1938,0,"98168",1630,12375,12.2060726455302,0,1,0
"15411",2014-05-15,839000,3,1,1230,12305,1,0,0,3,7,1230,0,1955,1990,"98004",2100,7960,13.6399659854493,0,1,1
"15412",2014-11-04,502000,3,2.5,1870,9135,1,0,0,3,7,1250,620,1984,0,"98074",1550,9100,13.1263553986739,0,1,1
"15413",2014-06-17,305000,3,2.25,2110,7665,1,0,0,4,7,1360,750,1973,0,"98023",1660,8436,12.6280670555895,0,1,1
"15414",2014-06-18,574950,5,3.25,3160,10000,2,0,0,4,8,3160,0,1980,0,"98027",2130,10000,13.2620383594768,0,1,1
"15415",2014-08-18,311000,3,1,1120,8631,1,0,0,3,7,1120,0,1942,0,"98125",1350,7714,12.6475481911614,0,1,1
"15416",2014-11-22,1650000,3,2.25,2750,6203,1,1,4,5,7,1620,1130,1959,0,"98074",2570,7009,14.3162858458768,1,1,1
"15417",2014-05-06,387000,3,1,1230,9568,1,0,0,5,7,1230,0,1962,0,"98056",1270,9575,12.8661799720119,0,1,1
"15418",2014-08-05,375000,3,1.5,1190,20672,1.5,0,3,3,7,1190,0,1948,0,"98166",2150,16239,12.8346813049525,1,1,1
"15419",2014-09-25,175000,2,1,740,3434,1,0,0,5,6,740,0,1920,0,"98022",1160,6000,12.0725412529057,0,1,0
"15420",2014-06-12,248000,4,2.5,1770,5855,2,0,0,3,7,1770,0,2003,0,"98038",1790,5679,12.4211840251471,0,1,1
"15421",2015-04-03,336750,4,2.25,1720,7803,1,0,0,3,8,1350,370,1955,0,"98146",1720,7803,12.7270960942726,0,1,1
"15422",2014-06-04,685000,4,2.5,2770,45514,2,0,0,4,9,2770,0,1989,0,"98077",2940,49495,13.4371741172444,0,1,1
"15423",2014-07-15,645000,4,2.75,2330,3917,2,0,0,3,9,2330,0,2004,0,"98029",2620,4400,13.3770055957779,0,1,1
"15424",2014-12-18,279000,3,2.5,1660,7388,2,0,0,3,7,1660,0,2003,0,"98038",2240,6228,12.5389670608035,0,1,1
"15425",2015-04-16,479000,2,2.5,1730,1037,3.5,0,0,3,8,1730,0,2008,0,"98118",1280,1026,13.0794558763931,0,1,1
"15426",2015-01-28,466000,3,2.25,1880,7279,1,0,0,3,7,1280,600,1962,0,"98155",2020,8274,13.0519409131078,0,1,1
"15427",2015-04-20,361500,4,2.75,2190,6740,2,0,0,3,7,2190,0,1995,0,"98038",1950,7150,12.798017320581,0,1,1
"15428",2014-12-02,404000,3,1.75,1720,7202,1,0,0,3,7,1720,0,1995,0,"98056",1720,7625,12.9091701569433,0,1,1
"15429",2015-03-16,319000,4,3.25,2360,8344,2,0,0,3,8,2360,0,1990,0,"98058",1860,8410,12.672946381767,0,1,1
"15430",2015-03-16,320000,3,1.5,1490,10132,1,0,0,4,6,1490,0,1969,0,"98059",1720,9915,12.6760762747759,0,1,0
"15431",2014-11-17,1310000,4,3.75,3490,5625,2,0,0,3,9,2610,880,2014,0,"98103",1940,5000,14.0855376951773,0,1,1
